 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2009-2011
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"230820 Meruoca";28;825;2012;1925;1709;2421;8746;4826;4472;9148;1607;3450;1426;185;5825;25045;87;78;4147;575;238;704;2086;1355;194;174;7;1;380;38607;11877;4397;5396;2447;905;2874;2;499;15746;269;1287;1678;-;1635;-;12;3;10;-;2;-;5;3;72
"230830 Milagres";12;2095;5776;4905;4246;5091;20208;8897;7434;13167;12673;8133;3082;717;4026;20485;228;223;10200;1416;558;1079;3392;1499;95;59;1;-;8;66423;20459;5048;1005;3144;1079;614;2;13942;38169;384;1854;3558;1744;3057;1;19;6;-;-;2;-;2;-;41
"230835 Milhã";1086;643;1970;1942;1620;2061;7884;4725;4109;8039;1851;3458;2893;15;4307;22915;109;45;4477;152;728;1033;162;482;15;15;6;684;2;37199;16953;5351;1443;3644;374;220;37;172;703;183;2398;3405;181;4864;-;3;4;-;-;22;-;1;-;-
"230837 Miraíma";-;815;2394;1882;1532;2055;7629;3240;2904;4812;2703;3966;2419;54;2641;8776;270;31;13708;188;119;904;985;1325;435;195;4;-;3;55380;6280;13127;8026;13272;900;1800;572;626;2952;230;192;1614;19;4007;-;12;13;2;-;3;-;6;3;27
"230840 Missão Velha";2174;6713;17741;13832;10859;10252;38390;16626;15020;29190;10563;12516;6423;1008;8119;43233;548;465;35303;1966;2193;2178;3611;6419;646;429;9;705;23;94451;15419;5914;3509;5763;2238;427;12;2636;52546;849;4230;4256;1424;5163;7;38;17;9;-;2;5;1;2;81
"230850 Mombaça";109;1483;3338;3251;2732;3076;11993;6797;6622;14722;6396;10743;9821;3298;7145;39074;385;496;12709;329;171;5399;42691;354;25;41;-;-;17;166055;8103;4652;999;7185;955;638;488;274;5151;203;182;4351;201;2982;-;1;2;1;-;-;-;2;-;1
"230860 Monsenhor Tabosa";7;1183;3181;2517;2279;2286;8319;4143;3791;7608;1030;5124;3896;197;3125;19364;153;150;7235;914;486;1339;2417;662;71;154;4;20;506;39286;2866;4992;1811;1292;288;189;-;694;44;129;906;1826;76;1137;1;25;8;-;-;-;-;-;-;-
"230870 Morada Nova";956;2652;7512;6898;6513;7783;35398;19871;18405;36366;14823;17318;13153;234;24068;118441;459;113;110536;2301;1137;2574;16342;16175;301;1497;6;252;6893;348729;27559;11340;3692;55876;3100;276;1966;11378;211192;1631;5009;22418;708;11442;1;43;27;12;1;10;-;8;10;19
"230880 Moraújo";11;804;1582;1583;1600;2117;5302;2720;2726;3436;2104;2046;1244;43;2248;9288;67;55;9447;769;1865;1151;2258;1775;537;827;2;-;809;38076;10966;9645;7331;7054;567;2151;334;1386;13559;257;1060;2317;215;2957;-;7;-;-;-;2;-;-;-;7
"230890 Morrinhos";12;847;2979;2276;1959;2292;8985;3899;3197;6536;4862;6753;4356;169;4909;132947;49;244;4837;576;958;1713;1544;2778;295;608;1;-;-;81442;44359;4509;2390;2669;3601;1634;4220;1889;2723;973;982;3841;257;6747;-;5;2;11;1;2;-;-;5;52
"230900 Mucambo";86;1045;3167;2594;2415;2376;8856;4962;5208;10157;1423;4595;2787;75;8027;22408;41;282;7890;1736;1093;1380;2021;1333;130;93;-;-;-;53031;3346;3039;2023;2182;294;1359;-;71;106;371;1202;5371;607;1490;-;18;4;6;-;9;-;1;1;42
"230910 Mulungu";4;701;1898;1417;1090;1191;5330;2682;2644;5895;4252;2860;2764;69;3144;14225;-;1;1348;592;1573;629;1907;1258;26;85;-;3;10;28817;20189;3268;264;418;252;133;79;1366;63283;314;1792;2588;452;3707;-;7;1;-;-;1;-;-;1;-
"230920 Nova Olinda";10;2340;6338;4950;4190;4930;16853;6696;6249;11059;5861;5832;2760;42;2990;20419;263;55;7507;500;1665;971;2781;1428;106;48;-;464;88;36335;13198;7961;4829;2868;1198;1095;1348;1478;15125;349;1734;4377;482;4474;-;13;9;5;-;-;-;1;-;1
"230930 Nova Russas";44;7010;19133;14497;10928;13252;51725;24737;25481;52317;23546;8812;4008;900;10429;40271;426;549;43136;1087;1255;2104;8883;9665;249;847;7;15;476;105450;35489;2615;4573;19961;676;1343;153;1460;57694;855;3941;4389;179;3789;-;37;7;1;-;1;-;6;4;14
"230940 Novo Oriente";59;1572;4713;3818;3469;3320;12026;6741;6982;11466;5693;7370;2980;130;6737;27884;55;150;7833;488;1115;1293;4356;2111;262;277;2;154;-;87824;6838;3894;3730;3138;698;1522;16;2329;-;474;1754;4554;5;3712;-;9;2;-;-;3;-;13;10;11
"230945 Ocara";30;1490;5581;5478;4818;5014;19261;10336;10902;23698;4752;7312;8886;265;11066;48316;62;213;11520;1672;91;1774;5891;3888;112;157;1;1;1305;100073;21186;23213;6008;12122;2407;1530;1004;3453;78134;598;3886;3746;294;8273;-;40;25;12;-;6;-;1;7;-
"230950 Orós";616;2723;7321;6704;6038;6889;27970;12772;13038;23378;17667;8957;4704;691;8665;205126;243;237;5410;499;147;1354;2546;1594;243;74;21;2;5;53674;5877;17907;2038;11323;912;326;380;768;4008;351;2743;4052;116;4372;-;10;16;3;-;4;-;20;4;17
"230960 Pacajus";512;2101;5501;4811;4652;5575;20786;45095;11216;21880;9454;14067;9191;875;14626;46544;215;551;7469;2497;842;2938;8587;7664;180;1009;255;1500;227;111969;21206;31440;8925;15158;6281;7030;202;1500;37987;825;3915;5642;199;12066;1;80;27;5;1;9;1;2;2;1
"230970 Pacatuba";57;6739;18018;14546;15133;17719;61826;31153;26676;42896;16662;16263;9729;1987;17550;52592;929;1555;14530;1884;1730;2991;5226;8929;460;6526;4;26;26;145984;10125;56100;16080;39991;5041;1064;281;6448;133969;1231;9547;6302;606;14916;-;23;12;5;-;4;-;4;4;61
"230980 Pacoti";29;962;2690;2224;2649;2060;8064;4948;4494;8626;4353;4347;1375;103;5670;18349;133;32;5864;1425;107;658;5474;2300;57;173;-;32;88;27671;16710;6794;1776;8210;573;1090;-;533;258855;285;2877;3910;638;9134;1;22;20;9;-;4;-;5;1;49
"230990 Pacujá";3;520;1619;1848;2396;2706;7403;4661;4771;6988;858;1521;1736;115;2743;13408;16;25;635;448;196;437;33;347;60;535;-;-;6;27279;1595;10258;4490;15666;410;5808;25;318;5952;643;1125;2718;3;3565;-;8;2;1;-;1;-;-;-;12
"231000 Palhano";3;555;1488;1299;987;1270;5922;2904;2394;4159;1639;2538;1740;42;1596;6830;12;10;2429;524;279;523;2961;553;37;74;1;376;21;30037;1572;7169;639;2454;799;111;135;1190;37682;242;809;1105;106;2200;3;18;10;-;-;5;-;-;1;2
"231010 Palmácia";-;1536;3737;3708;2999;3197;7193;5211;5196;7739;2031;2479;2020;31;4244;11351;186;107;1059;164;67;758;758;237;54;42;3;-;1;21532;9453;5831;388;943;495;369;586;1004;8902;224;526;1116;64;2356;-;2;-;-;-;-;-;-;-;-
"231020 Paracuru";1599;4193;9817;7449;6970;8468;35920;17532;17294;36428;11613;11880;9481;960;12505;40255;142;429;5416;1199;676;1249;2474;4663;55;180;79;-;23;108782;55369;34948;9488;14081;3105;218;51;4924;245280;533;9715;4125;778;13243;1;59;15;15;2;5;-;13;7;12
"231025 Paraipaba";468;2513;9803;8253;7873;8154;37209;17785;15861;33479;13072;10574;11821;168;13005;44237;99;439;6933;1608;2090;2413;2089;4707;147;338;19;148;19;144494;19045;27607;7916;7077;3002;1899;251;1608;241549;708;4691;6698;366;9132;1;48;5;1;-;7;-;-;5;1
"231030 Parambu";6669;1210;4204;4174;3524;3813;14237;7427;6687;13872;8019;9518;7318;601;6317;43886;1034;138;4446;331;1234;2526;8266;1105;72;39;-;1;643;100189;16860;12866;4794;7651;1626;747;63;960;19371;653;1068;4920;265;4189;-;19;4;1;1;4;-;-;8;3
"231040 Paramoti";259;444;1762;1552;1370;1283;5209;2112;2125;4897;2695;2646;1803;78;4083;19673;131;70;907;165;170;727;1102;281;37;47;2;-;1;43152;5032;827;94;421;75;744;2;2342;51448;350;338;1655;27;1651;-;9;4;2;-;7;-;3;2;1
"231050 Pedra Branca";496;3069;7702;6747;6205;7348;30513;16321;15824;29629;10294;14563;12477;378;10174;57584;242;92;2869;853;248;1298;635;1245;67;112;8;5;9;173042;223;24621;5914;8008;2125;3126;18;1991;50941;723;4256;8817;119;9836;-;14;8;-;-;1;-;5;1;5
"231060 Penaforte";126;1005;2542;2521;2501;3015;9231;3878;3169;4754;3032;3064;1197;43;1828;8422;22;49;1585;381;708;1179;1420;686;115;61;31;-;12;34963;19380;4260;507;865;206;786;11;171;54352;278;1109;2004;4;3325;-;3;-;-;-;-;-;3;3;-
"231070 Pentecoste";40;1860;7281;6384;6222;6354;26348;14261;11777;24433;5647;10892;8853;230;9969;38912;494;367;10559;749;3314;2368;8088;11102;183;440;3;133;570;181279;42300;22391;9112;10355;3354;6491;25;2305;285721;1822;3439;6563;111;8110;2;9;5;2;-;2;-;8;-;2
"231080 Pereiro";2329;1752;6321;5461;4912;4791;20997;10475;10837;19369;4066;4798;5715;424;8456;47785;63;202;14388;362;124;808;1658;549;48;32;1;-;-;73307;1367;11729;2912;10647;421;202;24;1057;63175;314;7101;8769;94;10095;-;-;2;-;-;-;-;-;-;-
"231085 Pindoretama";549;2329;6431;5680;4884;5436;20382;10101;9410;22027;13690;7084;4787;202;11795;33205;597;334;5731;1001;285;1169;2381;2999;79;538;3;-;73;107786;51766;22121;10519;10352;5338;906;91;3840;167000;909;2523;4332;1812;8342;1;25;5;7;1;8;-;9;3;12
"231090 Piquet Carneiro";3165;1024;2784;2906;2319;2358;10484;6360;6499;11909;2457;3599;5155;530;4811;23961;156;39;4137;146;361;566;867;431;282;66;149;1208;5303;54985;8842;14269;3655;8696;956;56;111;198;573;381;1367;4014;1258;7207;2;26;28;1;-;8;-;-;-;4
"231095 Pires Ferreira";5702;1338;3371;2076;2347;1748;5634;3188;3023;6153;6956;2110;1223;174;4023;16743;8;43;7229;811;961;1013;2116;1582;369;398;23;-;2;45703;10332;5983;3453;13584;1039;100;453;255;303;246;632;1115;5;1132;-;11;10;-;-;5;-;-;1;27
"231100 Poranga";394;723;1903;1692;1449;1191;4947;2387;2094;3610;6139;3179;2009;180;3064;8274;170;136;1996;123;736;777;549;434;379;76;2;-;-;21238;1152;3285;931;3524;318;420;124;2449;3606;341;1118;1824;7;1355;-;5;2;-;-;1;-;8;17;5
"231110 Porteiras";-;2128;5891;4327;3704;5226;18202;7701;7019;11953;6482;5384;4686;35;6512;28428;123;91;1166;463;757;784;1739;1357;120;26;5;-;133;69799;34284;1837;402;829;164;265;1;1900;69677;460;1214;2315;136;1988;-;3;4;2;4;2;-;1;3;11
"231120 Potengi";17;1650;3962;3003;2634;3497;11235;5134;3706;6327;6570;3208;2366;7;3562;20233;88;16;1259;294;1800;797;444;536;45;5;1;5;1347;47070;10906;5393;2393;4219;368;1394;17;737;12713;197;1367;2569;240;3311;-;1;3;-;-;1;-;5;-;1
"231123 Potiretama";-;506;1640;1465;1181;1449;5605;2277;2248;3197;1122;1617;1527;1690;935;6272;29;11;3048;168;186;459;482;110;11;12;-;1;367;26688;2284;1722;367;1908;125;273;18;389;9216;110;95;1892;241;1444;-;2;-;2;-;-;-;9;1;-
"231126 Quiterianópolis";-;1159;4402;3651;2820;3543;12462;6850;5837;9788;3604;4925;3425;334;5097;34817;69;67;2324;184;1588;1260;2509;313;36;48;1;-;50;56645;13177;6556;6791;835;499;957;-;647;536;169;664;1050;434;2427;-;2;2;3;1;2;-;2;1;4
"231130 Quixadá";283;5314;13701;11255;10753;12688;44200;23459;21879;38302;13164;23107;16681;851;14675;51298;763;1022;52526;4036;3978;5358;8950;12009;413;1649;222;90;13;149148;5046;38155;16747;25679;3984;3990;69;4743;380558;2903;3905;4809;117;11468;10;33;19;6;-;9;-;10;18;205
"231135 Quixelô";9;1383;3654;3302;2936;2820;11839;6694;6371;11775;5109;5766;4538;18;5908;34084;95;90;5157;987;86;304;1495;1136;24;11;-;6259;231;60139;18277;147;236;997;198;235;-;429;158579;184;1031;3510;39;2188;-;14;6;-;-;4;-;9;2;6
"231140 Quixeramobim";-;5774;17350;13600;12918;11915;42501;22971;21693;116627;7929;22577;15261;253;18784;89291;584;206;6988;1282;2403;3632;2093;3782;416;795;205;403;223;162322;2702;65876;23153;39672;6020;7804;257;4654;6597;1756;7758;8861;247;8412;2;28;11;7;-;13;-;23;3;40
"231150 Quixeré";1088;2712;6013;5345;4592;4498;19614;7923;7009;13039;5011;8074;7264;235;4437;19101;69;66;22061;1142;890;1067;3034;862;31;6;2;121;7618;74282;171;7412;2007;11121;1502;1071;120;687;112789;439;2137;3155;411;4628;-;29;22;2;-;6;-;17;7;21
"231160 Redenção";53;2529;9591;7997;7273;7572;26027;14535;14330;24267;11028;6863;10065;465;17852;58765;291;99;8359;1854;2319;2190;3747;2430;529;298;58;-;31;84137;28698;26662;6644;14748;3355;6899;80;1157;17051;645;3441;9119;2930;15210;-;29;9;3;1;1;-;43;2;2
"231170 Reriutaba";-;915;2758;2592;2291;2237;9077;5203;5378;9752;5282;5493;2227;74;5064;22419;189;190;2313;208;873;1052;1052;1157;158;368;3;247;535;79000;18538;20203;6785;7642;1222;3512;1425;1089;14534;474;590;3743;328;6936;4;20;4;3;2;11;-;7;1;31
"231180 Russas";353;4606;14527;10371;8779;10099;39893;23216;23429;44950;4672;20053;16135;342;14509;88491;357;409;86681;3805;1448;3946;10835;16005;231;704;-;135;10932;235332;17996;42107;8651;15859;7054;6742;689;44847;403346;859;7495;12487;6470;20040;-;67;40;19;-;7;-;7;37;53
"231190 Saboeiro";-;686;1903;1368;1184;1323;5512;2979;3027;6071;3818;4040;3224;345;3493;19301;122;37;1437;543;452;615;3096;780;79;514;8;291;4;26288;1127;4277;1220;2132;682;385;39;470;1;300;1037;4698;52;3712;3;11;3;-;-;3;-;-;-;-
"231195 Salitre";64;2484;5684;4346;3555;4011;14264;6804;6350;9365;6103;7182;2942;151;2328;21551;135;114;8235;1081;2063;2464;2335;742;261;110;30;-;11;76198;12877;2463;1299;15597;479;1567;-;412;44315;316;1395;2728;108;4171;-;19;10;6;2;4;-;-;1;4
"231220 Santa Quitéria";4;1727;6486;6353;6404;7540;176052;16096;13588;23187;12414;9641;2993;977;9652;72867;647;499;1714;436;655;2009;1747;1641;241;310;18;-;14;234186;36187;9908;8426;8338;2033;25555;285;529;845;735;3675;5363;938;3013;-;2;-;-;1;2;-;-;-;1
"231200 Santana do Acaraú";19;2073;5756;4851;4234;5009;19148;8471;7202;15326;6815;10797;4414;450;9867;30438;282;464;11199;1608;691;1753;5616;4274;566;273;31;480;366;91390;1666;3068;2042;9493;723;1600;8;310;2864;666;1736;6031;852;2700;-;16;11;3;-;6;-;6;4;46
"231210 Santana do Cariri";1170;1878;5057;3754;3201;3118;12541;5502;5257;11349;5284;4573;3539;90;4520;27178;54;37;3664;1010;409;899;3548;1237;101;123;3;-;8;48966;4685;3646;485;2501;534;267;194;155;9111;299;2634;3752;8;2730;-;33;8;6;-;10;-;-;5;77
"231230 São Benedito";-;2164;6930;5596;4502;4307;14297;7609;6993;11580;21458;14420;5645;762;9464;52639;568;234;7887;338;2342;2646;2051;727;106;109;6;-;403;141305;34294;8255;4537;8948;636;217;22;1994;35739;1450;2215;9020;3982;13242;2;11;14;6;1;2;-;1;2;29
"231240 São Gonçalo do Amarante";258;2723;9911;8256;8048;9731;38924;20220;18044;34059;15433;16657;15223;793;11563;40361;628;649;49017;2914;11486;6409;4901;15008;617;5404;16;594;134;115084;15995;52651;16474;24137;4785;6721;646;3467;425329;2256;6128;4159;3315;11505;17;75;54;9;-;14;-;28;13;64
"231250 São João do Jaguaribe";-;446;1839;1821;1731;1772;8618;5249;4862;12168;1841;1999;2665;183;2681;13698;17;23;10556;63;1134;230;1042;484;252;1416;2;-;-;33815;17972;3665;1069;22395;813;135;697;671;27498;745;237;957;31;1078;-;19;6;2;-;5;-;1;4;7
"231260 São Luís do Curu";20;759;2465;2048;1954;2369;8675;5449;5391;11480;2711;3696;2789;3092;5258;23841;162;276;4391;638;47;304;761;1117;22;128;2;-;321;60058;9270;385;514;134;80;145;-;10056;35168;235;2978;3894;85;2212;-;14;2;-;-;-;-;1;2;-
"231270 Senador Pompeu";11;1655;5782;5472;5594;6600;23966;15023;14595;28174;21895;8468;6211;320;11429;58581;680;306;18050;1692;1137;1960;2264;4336;272;284;20;2648;24;159464;5045;55207;22303;26504;2871;7255;243;992;36;1264;2791;9829;726;17888;-;35;27;11;1;11;-;49;6;27
"231280 Senador Sá";12;454;760;729;756;1061;2823;1526;1423;1918;3493;2000;1008;130;1925;9544;104;80;1308;109;540;597;847;85;86;23;-;294;4;33416;1007;1401;600;1944;240;438;110;182;100;136;321;2167;18;3328;-;-;-;-;-;-;-;16;-;127
"231290 Sobral";900;25930;36361;24050;21529;24438;95227;45104;40230;63775;69603;73149;27549;3640;127225;153565;4410;8777;48869;22016;8731;12800;53451;54837;3826;10303;163;54;391;1149082;52047;119454;134275;161371;21850;12349;19482;17628;318651;10716;7543;38112;5817;65081;14;213;86;99;9;35;15;88;16;1730
"231300 Solonópole";36;1183;2826;3042;3098;4281;17002;9597;9001;16769;3436;4985;4610;146;6759;37247;167;52;4928;1830;939;1245;3176;1618;48;177;8;4;483;87809;164945;8369;1524;9381;1271;1978;98;166;280;372;2289;4187;309;4599;-;9;1;8;-;-;-;1;3;-
"231310 Tabuleiro do Norte";1520;3070;8006;6413;5454;6415;27568;14640;13285;42971;6649;9786;10331;2327;4730;27590;150;248;48403;2394;2316;2155;3303;5158;511;1753;11;241;9;76167;17674;11842;1342;9645;2273;62;121;625;319675;769;1629;2555;179;4801;-;21;26;-;-;-;-;5;11;24
"231320 Tamboril";22;3037;9484;7708;7161;7681;28516;14631;13326;27438;7519;7209;4853;259;7679;38444;468;329;4119;1892;850;1431;4998;2952;531;962;11;7;150;101860;37719;17741;11243;20826;1155;915;368;821;3765;308;3867;6227;667;4915;11;49;15;2;1;8;1;11;9;24
"231325 Tarrafas";-;1252;4116;4046;3131;2902;8765;5236;4077;5598;194;2033;1320;94;431;3502;87;18;42;568;275;664;5599;41;172;70;2;-;2698;9368;843;1859;1778;7836;517;104;156;6;34550;136;316;317;8;1045;-;3;1;-;-;-;-;-;-;-
"231330 Tauá";3053;3508;13356;12109;9634;11076;40897;22560;21258;41288;6716;14672;11796;782;11409;62186;921;263;12635;2082;2552;3803;13223;12889;846;628;15;10;2043;137127;516325;13270;10403;20826;3557;880;158;18047;452869;1070;1970;7586;5565;12100;2;77;55;11;-;14;-;21;7;24
"231335 Tejuçuoca";314;1495;3959;3087;2580;2893;11052;4783;5045;51436;3698;5623;3776;649;5454;21309;675;430;8259;1441;2383;1987;3288;2327;598;249;12;-;397;54040;2013;2350;2324;1312;421;555;32;461;1605;387;2363;3330;96;1882;-;24;2;10;-;-;-;-;4;5
"231340 Tianguá";-;2842;7697;6217;5823;8234;31997;15325;14786;25758;33412;22986;6039;417;13933;63577;91;276;6657;2840;352;1692;6464;6129;165;278;2;1919;344;174868;26387;21792;11008;8063;5333;1410;32;3010;129526;765;3047;9483;1286;9653;1;18;10;11;-;1;-;6;2;66
"231350 Trairi";-;20576;26991;24893;24778;26812;40659;29354;29098;37533;15872;16090;9348;1640;9583;43875;75;151;6607;2796;2108;3613;4219;2042;346;1023;-;17;1364;218610;7364;7489;4707;2655;1302;1346;238;10420;865404;427;15078;15581;334;14955;-;3;1;-;-;-;-;-;-;-
"231355 Tururu";14;843;2897;2774;2256;2819;10797;4869;4198;8231;8592;4591;2804;183;4566;16485;152;129;3959;508;20;1187;3303;1192;14;73;1;-;-;45484;7319;6610;2935;3965;659;2489;37;733;23374;696;717;1871;32;2169;-;7;2;1;-;-;-;-;1;10
"231360 Ubajara";57;2885;8781;7113;6105;6567;21935;12549;12195;16974;2299;12467;5963;196;13865;39451;197;259;4346;1640;823;2359;2271;1851;297;249;5;21;2;97606;76631;11241;2696;8619;1758;71;15;5258;223164;622;5029;7801;148;9269;5;52;12;5;-;9;-;8;3;2
"231370 Umari";485;736;2687;2351;1680;1869;7810;3759;3193;118642;154014;2598;1035;1606;2213;12750;85;159;1287;218;27;209;1155;224;137;1524;38;5563;12;20669;6098;3836;2141;4692;486;784;168;445;2377;213;713;2226;59;6503;-;15;4;-;-;5;-;1;1;18
"231375 Umirim";36;1227;3809;2898;2571;3221;11073;5122;4984;10142;2237;4936;2492;97;5475;20220;267;179;544;351;998;70;467;318;109;109;-;-;-;38913;7360;3137;1698;3095;489;292;53;706;42610;449;2606;3708;276;4498;-;11;4;3;-;12;-;-;4;3
"231380 Uruburetama";-;1055;4316;3558;2932;3099;12750;5113;5440;10447;7734;7238;4114;413;6567;24581;627;421;2632;706;1613;2169;3241;1674;172;220;18;-;273;70553;27545;3917;1961;7130;386;6472;37;4746;433;962;2402;3260;2588;4224;6;22;2;6;-;-;-;7;4;28
"231390 Uruoca";43;1942;2231;2201;2276;2765;5955;3836;3714;6249;3398;3646;2001;58;3383;14267;415;175;13216;1157;564;1384;1990;1178;474;614;17;-;105;37315;9972;10539;9866;10232;779;3174;406;274;22976;210;946;1622;821;4160;-;6;5;-;-;-;-;2;1;9
"231395 Varjota";856;1641;4447;3359;3271;3938;13318;6498;6370;14082;2299;6446;2671;456;5843;22488;318;134;2179;600;1358;1337;3813;650;218;73;4;-;5;80723;22591;133504;139275;6408;941;1517;24;1461;14637;341;1785;2757;100;6581;-;8;8;6;-;1;-;3;4;4
"231400 Várzea Alegre";58;3587;13048;10924;9831;10546;40643;19561;17346;33031;9347;12382;11138;243;9303;50413;976;363;14339;1211;951;1161;6313;10907;152;232;11;913;63;132223;16144;11348;4222;23054;1906;998;62;640;7095;410;3569;5230;1992;10446;-;63;70;5;-;6;-;4;6;7
"231410 Viçosa do Ceará";17;2190;3499;2829;2912;4451;16317;8251;7709;16773;10621;21356;9979;165;8161;316483;326;349;68351;1935;99;1509;5753;1838;62;212;3;-;13;1510911;26023;8418;6881;811896;2590;204;11;3239;474514;4487;3704;7771;636;10002;-;18;3;8;1;2;-;-;1;18
"240010 Acari";2256;1446;3324;2535;2075;2852;10768;6972;5981;10467;8767;1534;3063;377;4233;8174;83;176;14073;678;155;215;961;2151;187;400;4;34;512;11350;798;9143;2283;4346;600;123;8;336;24;300;1834;2609;275;5691;3;10;6;-;-;1;-;15;1;4
"240020 Açu";632;5090;13507;11206;8188;8848;34336;16294;11389;16835;7003;9312;9170;4026;12306;28082;145;67;19623;1003;3199;2544;5418;6663;140;263;43;1561;648;68334;6152;30639;3584;19994;5988;1964;1903;938;655;2335;4366;5070;117;8714;-;15;13;11;-;2;1;6;14;6
"240030 Afonso Bezerra";10;1376;4645;4103;3384;3082;11723;6311;4600;7891;4628;2574;2896;4173;2846;10399;60;400;3967;572;927;968;1901;725;179;156;1;-;330;34418;1355;102128;6130;13608;2521;206;106;144;6;305;3223;4904;221;12689;9;3;-;2;-;-;-;1;53;-
"240040 Água Nova";-;211;1096;833;752;687;2933;1548;1524;2251;1232;802;1079;27;663;2327;13;187;3785;341;120;239;1230;1062;40;14;-;-;18;1728;4108;2336;129;2989;1375;246;37;107;1282;76;1244;1276;-;1952;-;3;11;-;-;1;-;-;2;4
"240050 Alexandria";26;1188;1658;1333;1420;1510;2940;2966;3430;5223;5392;2662;2420;4770;4006;14516;91;50;5068;644;524;1279;3474;3025;133;61;6;254;199;158931;38486;5206;422;5237;1566;117;-;89;6045;196;5942;11688;1058;13445;-;23;14;4;-;4;-;6;-;256
"240060 Almino Afonso";1566;2150;2205;2122;1864;2157;3065;2576;2236;2570;1606;1050;1654;392;1935;4132;-;13;208;268;225;1008;8585;1143;794;146;75;-;353;10648;6514;4213;338;2308;554;161;213;181;1002;246;2745;4243;562;2407;-;1;1;-;-;-;-;-;-;-
"240070 Alto do Rodrigues";48;2394;5186;4060;3180;3481;13814;6667;5795;8955;13419;3859;3670;704;5522;9377;10;79;16097;2786;2957;1205;5296;7469;128;5340;325;1;106;181191;16856;13139;561;3103;1769;51;1;312;358;128;2748;3888;330;3574;6;11;8;3;-;4;-;-;2;3
"240080 Angicos";860;685;2882;3246;2260;2505;9065;5649;4816;8479;3743;2721;3703;1866;2730;11137;17;212;10571;1010;400;610;3430;6297;130;382;8;309;201;22869;23517;20258;1434;2446;1793;560;18;448;5497;418;2537;3228;554;5422;2;13;8;2;-;1;-;-;2;3
"240090 Antônio Martins";15;1451;1584;1642;1361;1542;1532;1822;2001;1996;1519;1768;3607;1105;2896;5844;52;79;2059;1053;2383;1471;1900;1189;1322;776;342;760;1733;9558;68809;3945;1850;4053;1225;1164;1073;1715;1441;621;6178;7225;4678;6219;40;7;21;20;48;44;26;24;23;14
"240100 Apodi";584;1221;2967;2685;2160;2492;7910;6222;4969;5760;3777;2988;4634;4944;4187;15807;7;260;5399;400;1104;1121;2599;2837;136;137;-;7;205;37876;13031;8448;644;6404;1104;313;48;687;23552;582;1069;4666;317;5922;2;8;1;6;-;-;-;1;-;-
"240110 Areia Branca";433;2125;4181;3944;3149;3203;12335;6970;5512;9162;8026;3120;4132;3553;5830;16797;289;634;9778;1094;957;730;3377;4104;100;92;8;3;2;45777;9757;41712;2183;10441;2762;335;206;430;340;518;1921;3823;344;6082;-;18;8;2;-;6;-;-;4;12
