 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2013-2015
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"230080 Antonina do Norte";1;561;546;627;849;1829;12314;2544;2359;5388;1835;3009;902;160;1883;5081;238;108;1579;340;440;812;381;241;32;11;-;-;143;14999;400;2969;1316;5216;542;7172;395;226;6;194;1743;1973;11;2575;-;1;2;1;-;4;-;-;5;-
"230090 Apuiarés";6;510;1763;1897;1699;2418;9337;5502;5487;11723;2584;3404;3509;61;5492;18860;174;71;5875;399;452;922;2094;1892;34;118;3;-;1;35896;14075;1909;210;1059;184;299;15;455;1513;427;3293;3281;177;3059;-;10;6;4;-;1;-;2;8;-
"230100 Aquiraz";456;5704;14448;14273;12284;14710;54892;29263;27505;49964;17676;21715;13249;1156;29925;74132;260;516;37970;6004;2311;3588;12287;13386;445;3214;96;250;218;214568;43571;26334;7014;22472;6697;4339;678;6267;14506;1802;9044;10055;893;14193;4;87;53;5;1;1;-;12;15;1
"230110 Aracati";547;3673;9206;8266;6898;9665;35122;17470;17564;36765;14168;17882;10977;623;26852;51926;445;399;35958;5419;1430;3152;13302;13905;278;859;44;225;114;111755;3524;9163;2380;45237;2412;3715;37;1897;39651;615;10362;7540;513;11947;7;126;45;4;1;11;-;94;13;72
"230120 Aracoiaba";197;1835;4777;4685;4306;4882;16498;10341;10071;19984;7815;7858;2983;1398;18064;47146;415;269;26230;2197;1291;2791;7966;8304;177;804;30;4;1020;98319;44677;8851;3076;8678;2405;763;1555;7260;118217;944;5410;7622;251;6562;-;-;-;-;-;-;-;-;-;-
"230125 Ararendá";1;714;1948;1935;1860;2022;6410;3945;4331;7374;2170;2656;667;43;1228;4542;3;62;284;608;65;695;5337;1338;35;409;30;194;59;15256;7719;1737;276;778;244;140;5;263;12;159;686;1132;228;757;2;3;2;2;2;3;3;2;2;2
"230130 Araripe";102;3920;8048;6736;5699;6609;23605;11938;10303;18260;13051;7803;5077;29;12161;62985;384;20;14247;882;346;2118;5478;4629;522;438;8;1;31;118035;6427;7770;2867;12486;1366;1650;30;279;48169;896;1718;6999;820;9094;1;13;10;-;-;4;-;-;-;2
"230140 Aratuba";93;1303;2297;1708;1493;1919;6923;3330;3523;6376;3103;2977;3192;56;4526;13854;8;12;6671;796;516;621;2117;3037;16;65;1;-;59;34574;11375;11026;653;3893;677;36;-;72;153;337;1315;2218;24;4419;-;6;5;1;-;-;-;-;1;2
"230150 Arneiroz";107;535;1605;1398;1305;1861;6551;3524;3621;8359;1590;1716;1679;31;2670;11646;41;27;5201;1972;21;115;775;1546;42;80;4;23;9;12846;486;4627;3351;3855;646;91;12;26;-;144;4045;4964;446;4956;2;24;2;-;-;1;3;1;2;5
"230160 Assaré";172;1502;5118;5386;5218;6033;20098;10691;10310;22258;6945;7375;5017;481;6981;37214;654;54;10856;1146;1147;1292;16864;3459;152;88;17;3321;6;66428;15575;3688;1387;7887;987;60;63;1304;1565;337;6715;9845;931;6566;-;33;20;4;1;5;-;2;-;1
"230170 Aurora";384;1324;3666;3490;3360;3769;15977;8213;7883;15871;9103;7358;6713;215;4863;23706;817;573;11864;1124;428;1713;4147;2805;129;134;4;-;197;182573;214279;5378;850;7090;1110;77;7;1067;941;589;3187;4087;265;5794;-;2;2;1;-;-;-;-;1;-
"230180 Baixio";19;484;1692;1277;1074;1312;5287;2246;1834;3159;693;1806;679;12;717;2968;53;30;888;119;26;612;1078;345;18;21;5;36;-;10629;414;1775;227;1738;104;11;-;133;15;145;452;1581;107;1983;-;-;1;-;-;1;-;2;-;-
"230185 Banabuiú";14;709;1752;1751;1529;2143;7783;4425;4651;6953;3150;5410;4963;98;3164;14187;94;98;1081;628;164;1305;4706;1361;56;94;-;-;330;28312;5221;3055;185;4338;469;1904;31;301;338;193;1633;1559;1519;4660;-;-;-;-;-;-;-;-;-;-
"230190 Barbalha";842;3038;11377;10212;9063;10730;45462;21562;20110;39411;9572;16898;2790;409;13289;544800;203;306;924179;7656;2134;2198;9446;18707;124;1419;4;644;1;293187;9581;6160;1623;5046;1839;183;63;2289;15460;569;5768;5720;65;1993;1;43;14;34;2;3;-;-;-;23
"230195 Barreira";1;1288;3756;3850;3107;4471;16035;9368;8286;13102;4113;5825;3012;233;7531;24251;60;141;4111;1602;145;618;3103;3343;43;621;1;-;686;41941;3371;13985;2019;4499;1977;174;104;1699;8455;281;1793;3582;698;4973;-;-;-;-;-;-;-;-;-;-
"230200 Barro";49;3267;5587;5999;5566;6556;19720;12310;10791;142123;8136;5641;3820;163;9498;36538;538;61;15586;1954;866;2000;5214;3387;83;102;19;5;1;56242;23049;8336;2586;7201;2783;1512;1485;12939;14539;804;4919;8542;1335;9510;-;14;12;-;-;2;-;-;1;3
"230205 Barroquinha";302;1469;2907;2248;1814;2323;8702;4135;3905;7967;5510;4944;1509;273;4708;13461;128;121;3726;1407;678;730;1262;2067;239;898;121;1;20;34926;216;4624;2814;4861;842;579;116;422;1720;315;1493;2813;329;1435;-;27;5;2;-;1;-;1;6;4
"230210 Baturité";-;1076;3736;4524;3941;4979;19400;11407;11134;22812;4779;10126;3979;676;10570;34153;68;168;6384;1654;367;1390;1973;2630;40;136;46;19;2635;60678;5333;16714;1027;27555;2287;328;4;399;4950;506;3142;4275;361;8098;-;103;36;6;-;3;-;1;4;5
"230220 Beberibe";321;2185;6739;6263;5403;6728;29593;16258;16739;36316;8921;12812;8595;73;15998;46056;44;170;17614;3180;1576;2396;5728;6071;210;1430;18;7357;228;97568;51174;14201;2775;5336;4281;1295;2164;5239;60594;980;4945;3159;70;9072;-;2;-;-;-;-;-;-;-;-
"230230 Bela Cruz";1;1035;3638;3727;3425;4365;16676;8418;8373;19658;4989;9988;4267;398;14688;188926;198;876;30327;2018;2459;2390;5591;4752;108;161;2;124;5;85264;27306;4973;1379;1940;1977;587;1915;6208;18818;886;3494;4578;443;7176;1;39;12;3;-;2;-;2;1;25
"230240 Boa Viagem";1;2115;5823;5678;5417;6565;22899;13703;14224;26150;13064;15253;11727;520;12028;41718;271;469;10150;3411;3054;4219;8625;5391;196;1210;3;25;822;127165;44123;3626;1254;15295;1032;2090;70;2862;71;643;3343;5742;8;3433;2;24;25;1;-;3;-;7;-;23
"230250 Brejo Santo";12;2969;9185;9968;10213;13497;55052;25660;23643;42927;13054;15175;9862;685;12594;37583;86;114;12810;4409;2746;3668;10007;13840;417;1070;-;-;574;114101;168964;18022;3728;13225;6131;2626;4043;4499;50768;1716;5719;8326;17643;11833;3;52;27;-;-;5;-;-;3;92
"230260 Camocim";307;4108;10364;9817;9227;11381;36639;20340;19210;33250;27196;15755;9262;2115;21700;47679;182;475;28550;5407;1196;3796;8735;16134;327;2303;81;35;1078;137472;11610;17780;3435;6151;2179;1343;23;5098;290930;964;6911;6758;2185;8802;1;57;1;10;1;4;-;-;9;35
"230270 Campos Sales";12;1358;4196;4183;3461;4010;15683;9927;8014;16362;7740;7651;6699;164;12151;42707;230;56;358;266;1493;2044;9544;1571;147;32;2;2745;16;74467;3965;12611;5784;7896;2167;5239;14;2020;67;691;3487;5088;188;7866;-;2;7;1;-;4;-;51;6;3
"230280 Canindé";29;2458;7643;7063;6542;10301;37916;22775;24494;49210;12745;21188;12040;1334;23011;184592;2619;1096;27864;4854;5053;6798;13079;12087;1150;1441;63;472;608;135801;26962;15342;2749;7333;4386;1185;20;5968;285134;662;8280;5265;1417;10042;21;60;5;-;-;1;-;2;7;8
"230290 Capistrano";930;1042;3418;4001;3412;3480;15341;8427;9213;16768;13026;6052;3741;3032;7837;24428;185;131;3845;1912;1134;1654;7092;8138;17;195;2;131;20;52939;7554;7468;354;5966;951;1270;817;2735;8012;673;2324;2737;300;10362;-;4;2;-;-;1;-;-;9;1
"230300 Caridade";288;973;2272;2559;2289;3249;10235;6353;6371;12302;3936;5107;2710;33;9628;28238;162;101;2745;847;531;3434;2222;2776;790;2012;-;1;1658;46626;18066;11543;2825;4674;1453;913;155;333;12433;422;1661;2528;15;5076;-;-;1;-;-;1;-;-;-;-
"230310 Cariré";1;1495;4208;3663;3672;4888;14159;8219;7805;16294;3413;4052;1500;274;7227;25780;329;250;5018;1251;479;1739;1677;1914;117;263;1;312;1902;64209;19551;4396;4154;6616;1025;2420;87;666;834;587;2684;6975;697;24211;-;17;4;1;1;2;-;-;2;4
"230320 Caririaçu";114;2652;6445;5952;5884;7246;27747;15090;14520;28082;13343;8573;2903;105;9244;33621;187;113;14833;4966;884;1692;18455;9682;215;1457;83;1;3;65236;536653;2505;2954;30903;1607;280;1600;1966;4426;182;4269;3407;143;3836;3;75;18;3;-;3;-;11;2;5
"230330 Cariús";58;1490;3543;2765;2519;3599;13172;7761;7579;15160;5671;4510;3412;168;3903;15013;426;79;4442;1007;551;593;4552;1687;97;220;34;65;85;38763;9629;8244;1571;7421;2008;1925;981;3229;3666;455;2102;4956;114;8450;-;22;12;1;-;8;-;8;5;6
"230340 Carnaubal";10;958;2703;3037;2651;3064;10891;7533;8504;15924;8409;5798;4068;121;8909;37742;61;210;5709;713;716;745;6471;4037;74;39;-;4730;3266;60163;27529;2631;579;1745;781;117;1159;5493;78585;725;5220;6369;1306;9322;1;12;7;-;1;8;-;-;6;2
"230350 Cascavel";89;5200;12420;9763;9058;13467;45926;31821;26809;167663;14049;21800;9914;1185;28877;63951;507;552;37075;5113;1216;3316;11792;8355;202;2805;29;14;17;172300;93614;21050;6545;24311;5491;443;439;2978;107403;1821;7889;8200;2323;11148;6;44;21;3;-;8;3;2;42;9
"230360 Catarina";248;1588;4126;3241;2656;2964;13130;6639;7972;17158;12175;5622;3249;880;7403;41847;431;56;3656;226;297;605;2144;305;15;972;41;1779;262;74945;8825;6273;1477;15657;355;115;14;539;1;52;3777;5818;156;7517;-;6;7;-;-;2;5;44;2;4
"230365 Catunda";1125;1251;2095;1636;914;884;4394;2665;2488;4580;628;2327;1201;67;3981;15792;96;58;1728;131;19;527;192;274;23;81;-;-;139;15187;4286;351;32;939;76;294;-;116;3;137;564;666;4;530;-;-;-;-;-;-;-;-;-;-
"230370 Caucaia";1611;17082;39629;33356;33343;41177;145707;89389;98504;156167;61664;69853;12603;4307;75664;176015;1634;4596;41118;11457;6500;11667;39794;42870;302;2766;18;8964;1010;1637408;246078;36288;12520;64562;19980;21841;6826;14628;40662;4233;4572;21291;3666;20631;1;169;670;24;1;24;27;26;8;29
"230380 Cedro";207;1638;4936;5351;4905;5914;25069;13930;14848;31618;13245;6609;5362;161;10722;60015;947;75;4644;881;158;753;4759;5562;123;174;4;47;3;95121;17357;7117;1300;4498;1220;152;355;810;500;638;7729;11115;616;9102;-;51;8;-;-;14;-;2;1;20
"230390 Chaval";1233;1177;3358;2453;1827;2623;8087;4091;3709;7285;1666;3582;1227;58;4416;12197;121;169;696;220;430;321;244;245;52;27;2;-;-;21383;5416;4673;2125;2449;1552;422;1286;492;7015;152;915;978;18;1771;-;3;4;-;-;-;-;2;1;4
"230393 Choró";4;891;2209;2172;1825;2710;9141;5295;5342;6981;3168;4506;2643;48;3950;9659;34;29;15591;1265;654;1075;2511;1366;238;224;-;23;3;26075;5677;3925;328;7571;540;153;387;458;1207;314;1308;1882;318;3006;-;11;5;1;-;1;-;-;-;2
"230395 Chorozinho";106;1382;3672;3166;2593;3366;14506;7249;6273;11025;4185;6099;2886;141;8668;23040;30;98;8959;1463;522;1099;1526;3136;72;199;8;1;5;50642;5;9359;2406;3348;1258;5076;1;296;33;387;1679;1867;4;1753;-;4;4;4;-;2;-;-;1;1
"230400 Coreaú";60340;1233;2662;2074;2141;3303;13309;7356;6678;12317;3775;6694;1433;229;7928;19641;299;191;4545;1870;794;1447;2801;2495;447;1984;11;210;2;82352;37095;45160;7353;12736;2989;4912;57;641;12633;639;1273;2043;170;5722;-;17;9;12;-;11;-;6;1;19
"230410 Crateús";-;2132;5913;5819;5403;6663;27441;19254;21970;46229;8587;15628;6324;268;11226;49789;329;650;14661;2629;1110;2184;15395;9718;161;761;37;2;10;134504;16537;8332;6088;5106;3252;7477;1248;2091;13292;777;3151;6260;3177;6045;-;52;24;2;-;10;-;5;3;7
"230420 Crato";872;7792;19779;17542;16240;21035;76611;38392;36059;71396;23460;33260;12967;768;26762;95623;1181;776;53749;7712;1923;5842;22191;26927;636;1660;17;657;647;209743;31713;24296;9890;67698;9174;3694;7220;5310;17383;1545;12766;12667;11465;19008;3;121;41;9;-;9;-;18;4;64
"230423 Croatá";4;807;2270;2325;2169;2269;8902;5338;5578;11091;6027;4966;2520;2221;9828;34377;8;59;2626;679;808;1405;2567;2761;79;297;-;1;2;67321;31819;7594;1370;3499;774;1647;1902;984;2531;450;885;3997;331;4558;-;13;18;2;-;3;-;-;2;15
"230425 Cruz";1304;1617;4740;4222;3789;4807;18577;10192;9733;16078;4661;8811;5004;207;12578;24818;171;122;4197;782;324;573;2284;1976;43;104;12;1;1;63321;13652;12806;2452;7790;2129;2958;1747;655;625;570;1347;4164;102;4114;-;16;12;1;1;1;-;8;5;9
"230426 Deputado Irapuan Pinheiro";14;386;1110;1074;1196;1470;5756;3940;4307;7579;1818;1941;2002;12;6022;18055;39;21;2369;210;494;361;670;670;49;81;9;-;6;57814;7055;5972;1093;6049;884;109;562;889;5661;192;821;1469;369;4780;-;12;12;-;-;2;-;-;-;1
"230427 Ererê";5;284;828;789;719;740;3175;1715;1887;3346;1363;1281;1322;451;3116;8621;27;14;314;57;11;174;58;96;5;13;2;-;3;16412;5618;8229;708;10386;556;95;-;200;562;282;949;3041;945;6263;2;3;6;-;-;2;-;-;3;-
"230428 Eusébio";25;6493;21155;18392;16484;20321;81236;36487;32144;49086;14401;17227;12474;938;24059;62347;302;510;231108;3744;5217;5436;6285;27322;501;2291;7;-;4;211256;108269;25140;10698;32577;4785;2747;108;1782;7991;1273;7438;7352;1036;8935;-;-;-;-;-;-;-;-;-;-
"230430 Farias Brito";273;2281;5295;4464;3722;4506;17692;9977;10178;21049;6472;6906;5063;157;7294;30565;229;143;19476;2125;573;932;14916;4495;199;308;1;-;2;54928;14583;5999;1528;9585;1771;104;92;485;9876;481;2252;2798;128;5571;1;23;20;1;-;3;-;-;-;15
"230435 Forquilha";1;1943;3255;2781;2978;4121;13684;7881;7073;11460;3601;6144;2090;339;12790;48351;321;321;1788;789;484;2024;2313;1785;253;380;-;77;36;61447;10102;4308;2037;2528;759;1186;7;567;956;426;1617;1839;181;2927;-;37;17;9;-;3;-;2;1;40
"230440 Fortaleza";221971;70782;108519;97555;98588;144163;452601;320395;339964;483388;233395;273625;106555;19851;352551;858169;7173;30295;1068303;129409;31289;58765;197181;221781;3242;36396;1473;2337;7836;3065917;970025;88260;28243;128456;41391;12981;9382;28154;351586;21146;63505;79154;6809;39633;20;939;489;169;5;77;5;102;91;809
"230445 Fortim";15;1657;3150;3045;2863;3828;13114;7633;6912;13672;2383;4377;3019;1202;5538;17267;57;24;6795;675;1353;830;2071;1969;150;299;12;16;10;52739;1679;4910;1460;3643;734;282;345;895;65602;376;3114;4366;272;4886;-;-;4;-;-;1;-;-;-;-
"230450 Frecheirinha";-;552;1694;1713;2099;2712;10606;6277;7132;13472;18960;5481;1860;401;6573;22853;69;195;264;549;285;706;226;808;86;329;-;503;335;56117;3260;15124;3471;5090;1587;631;23;833;56;445;1850;3626;262;5882;2;8;1;3;-;-;-;-;3;11
"230460 General Sampaio";876;322;1175;1031;980;1398;4457;2218;2162;3602;2225;1928;1387;22;4094;10440;147;113;1539;462;177;445;1242;856;61;89;-;8;2;27582;5836;2172;279;781;260;256;12;105;45013;147;364;939;4;1054;-;6;3;3;-;-;-;-;-;-
"230465 Graça";-;770;2687;2463;2127;2639;9425;5843;5567;9432;6280;3840;3017;2721;4088;13031;516;144;2496;605;424;1016;1027;1248;264;335;17;6;4;39044;3663;4033;2191;5289;1376;3231;84;692;41;547;1079;2306;448;3995;1;18;6;10;1;3;-;3;12;17
"230470 Granja";135;3750;10434;9181;8187;9663;34514;16771;14937;26516;19096;15937;6666;392;17754;50992;372;325;29729;2208;2584;4203;6808;5133;617;2010;341;2964;23816;143587;31588;20957;10815;19745;2476;4503;321;3470;21434;1510;3688;6867;76;13098;-;88;16;5;-;2;-;3;6;10
"230480 Granjeiro";-;617;1840;1266;1021;995;4119;1843;1651;3341;2694;1534;767;1106;2017;7029;57;11;3955;327;240;387;606;475;366;25;23;675;-;15516;1139;1729;1792;1983;337;961;1;90;7042;94;900;1204;13;1048;-;2;-;-;-;2;-;-;-;-
"230490 Groaíras";-;954;1821;1236;1261;1876;6894;4414;4458;9371;1965;2549;1083;125;4367;17084;123;109;4787;365;320;304;1170;1330;98;145;-;443;25;35820;14820;3166;393;2162;376;693;30;887;475;661;1816;2166;513;10157;-;9;4;7;-;6;1;6;1;10
"230495 Guaiúba";10;1990;5862;4781;4141;4793;18687;9593;9327;16040;4567;7740;4121;190;9529;27682;175;131;5036;2320;769;1747;2037;3718;184;1716;6;944;228;58273;21425;15576;1937;4643;1991;921;3;1995;3816;381;1466;1636;999;4150;-;23;2;6;1;2;-;29;6;17
"230500 Guaraciaba do Norte";701;2452;6468;5443;4407;6807;21017;12928;14570;26145;3772;12220;5587;371;13799;53015;68;297;6711;1275;817;2005;3468;3144;222;383;3;4;5401;109952;6929;15880;980;4005;1864;512;4;1112;62726;1165;4104;5790;1665;6322;-;20;13;-;-;4;-;2;-;39
"230510 Guaramiranga";106;781;1494;1105;989;1252;4790;2222;2108;3451;1691;1971;1326;24;1112;3157;30;28;7;130;464;345;209;532;81;68;-;2;852;10778;5371;5075;578;1373;407;1459;51;314;35;149;1850;844;109;1582;-;-;1;1;1;1;-;1;-;8
"230520 Hidrolândia";7;719;2222;2163;2219;2425;8731;5231;5517;12317;3127;5129;2798;110;3124;18321;84;116;5509;895;993;1048;2792;3925;52;548;1;-;-;48086;1412;3200;1146;2724;473;851;20;151;24;262;1497;3218;11;4215;-;18;8;1;-;1;-;-;3;2
"230523 Horizonte";95;8621;16505;13880;11958;17663;76470;33427;27477;48333;28769;26115;14549;1182;24164;65085;431;651;32446;6951;2285;4360;9670;27473;267;5546;30;2009;3;170339;109033;38643;11261;24918;8961;959;25;2203;117326;1303;10371;6807;1468;19477;-;36;29;24;-;5;-;2;8;35
"230526 Ibaretama";663;998;2155;1919;1642;2280;8068;4478;3989;6885;2308;4723;1396;647;3965;12733;144;73;1611;790;166;1017;1359;1682;76;271;-;3;277;33575;2651;6152;1158;3588;695;570;48;476;3014;192;685;1015;176;2414;-;3;2;-;-;-;-;4;3;1
"230530 Ibiapina";99;1437;3620;3500;2591;3682;16355;8453;10457;21295;8270;9082;5211;553;12100;32844;139;99;3845;629;787;705;3415;2975;96;307;39;6;2380;54810;21288;2806;673;2220;517;8;164;1615;10745;958;4091;5042;519;6570;1;20;3;1;-;1;-;2;2;1
"230533 Ibicuitinga";191;775;2189;1885;1791;2419;9468;5887;6108;9551;3127;3521;3600;104;3772;16761;87;99;6369;655;2177;1172;5509;2321;485;704;84;-;-;40439;8038;9579;2659;16078;940;1034;211;856;9466;311;1143;1467;617;3917;-;3;5;1;-;4;-;-;1;-
"230535 Icapuí";149;1738;4242;3845;2628;3812;16740;7843;7873;11628;3527;6002;4206;636;7571;16491;54;138;6851;1140;811;1456;6489;3941;141;694;42;306;60;39685;2639;28204;3078;14235;1953;601;2;723;213;605;1665;2492;646;8538;-;19;14;1;-;3;-;2;11;3
"230540 Icó";230;5071;11773;12135;9721;12686;51309;26050;25857;41501;16749;22102;11207;1353;16786;49446;1411;627;27369;3237;1382;2683;10144;8791;362;1732;88;4408;9;128436;20230;13832;3335;30120;4136;512;98;2355;9100;632;4943;10812;990;8685;-;29;14;10;-;7;-;24;10;7
"230550 Iguatu";205;10409;18903;17460;14756;18786;221069;40358;38778;222505;35170;30019;13981;1515;37136;343368;2993;1065;366638;9227;1362;3808;37693;20394;482;4294;139;-;1629;216364;23551;31923;9252;34414;10970;2935;2607;8917;40583;1807;9119;13108;1507;19122;-;76;53;17;-;14;-;5;21;12
"230560 Independência";49;1322;2902;2845;4443;4148;15554;9964;10712;22111;6037;6046;6685;341;4371;21758;124;119;12635;522;628;1036;1972;2764;104;144;11;-;1;72921;980;8196;2073;2720;1332;815;4;1272;4691;508;3379;3413;207;5172;-;34;20;-;1;1;-;9;5;4
"230565 Ipaporanga";-;1011;2588;2484;2054;2422;9949;6691;7020;15271;4229;2466;1431;71;6475;19750;131;66;817;65;88;656;266;542;32;86;-;96;649;54310;20552;2341;613;2282;431;473;24;3283;14;370;2998;3298;4312;5657;-;1;1;1;-;-;-;-;-;4
"230570 Ipaumirim";481;694;1825;1837;1562;1966;7697;3465;3135;5858;1234;2759;1116;211;1865;7042;131;59;2393;692;379;721;6175;1347;142;246;41;-;-;13256;140;2080;481;2292;412;223;22;705;1040;135;498;801;13;798;-;17;25;16;-;7;-;-;-;4
"230580 Ipu";119;2615;6952;6138;5375;7057;27803;12772;13261;26086;12100;9930;6033;1201;14265;75327;353;106;9293;2110;1228;3109;7283;4358;204;262;3;2;6;81698;20684;4376;2706;4636;762;994;33;1367;1926;579;3697;4477;44;5149;-;56;11;6;-;3;-;-;1;1
"230590 Ipueiras";3475;1193;4189;3792;3572;4709;15087;8108;8918;16648;6737;8117;3010;16;9470;36890;163;209;5479;1175;502;2489;7404;2003;504;971;3;326;212;818431;45008;7930;2760;9840;1685;3202;23;1244;1674;522;1421;3739;919;5262;-;9;8;-;-;2;-;32;-;4
"230600 Iracema";3;1084;2457;2302;2073;2606;10619;6023;7195;16021;4296;3929;4615;115;5021;20513;43;9;3257;739;593;345;2332;1639;80;159;2;-;-;39641;472;5323;110;2416;560;13;-;340;39480;73;2077;867;74;4460;-;-;-;-;-;-;-;-;-;-
"230610 Irauçuba";314;2927;6552;5481;5569;6750;18642;8883;7731;13497;3860;7571;2831;1217;8620;36715;516;264;6611;1357;1364;2898;3534;2557;555;1454;56;696;20;217655;23524;14378;8449;20852;1715;9374;309;4761;6018;516;3608;4729;298;4024;1;77;29;24;1;3;-;-;1;20
"230620 Itaiçaba";28;888;1749;1507;1332;1956;8453;5105;5319;10953;3443;3030;2463;278;7460;16092;2;105;11096;380;360;460;1164;1441;29;137;1;-;3;40463;9285;9536;681;3665;521;397;6;5326;26956;161;2090;1779;53;5354;-;3;2;-;-;-;-;-;-;3
"230625 Itaitinga";2132;2779;7869;6486;5894;7415;28920;12778;11767;18330;8288;10626;6651;178;10694;27192;449;628;15071;1784;1301;2145;6075;4293;230;862;7;-;5505;45959;26288;12131;2345;5345;2459;3693;2523;2185;7078;990;3197;3982;371;2056;1;28;8;8;-;2;-;8;3;6
"230630 Itapagé";44;4253;8904;7668;6643;9144;35422;18865;16157;29814;6204;15137;7970;298;17384;56563;212;483;19361;3992;759;3257;9451;9287;341;1325;17;18;20;114797;11723;10491;5304;13644;2759;1866;18;1496;1154;747;7277;5287;461;11241;-;38;18;19;-;5;-;11;3;-
"230640 Itapipoca";161;7805;17484;15160;12920;17998;70340;35296;33896;60943;19371;32614;11862;1945;28116;92058;993;698;33668;2770;1917;5234;13721;15096;205;834;4;3607;1108;250638;27972;25476;5718;17558;5546;3426;4193;1601;4282;1863;8803;10270;271;12611;-;44;22;9;-;2;-;2;-;20
"230650 Itapiúna";92;1081;3716;3464;2357;3002;11667;7402;7905;16254;5050;5536;2647;206;8357;22895;32;91;3791;2104;252;630;12444;4367;77;366;5;33;34;40869;1758;8196;1169;3120;849;596;6;234;135;343;3596;3316;40;9563;-;26;13;9;-;13;-;2;-;10
"230655 Itarema";97;2460;7058;5553;4807;6731;26323;10941;10495;18364;10299;13326;6714;340;9717;27364;138;167;22759;3136;743;2198;7921;7813;334;1207;65;1;883;98784;40952;12438;3772;9307;2085;971;1391;2071;14234;1243;3473;5483;311;6289;-;18;7;7;-;-;-;2;3;7
"230660 Itatira";186;1413;3840;3641;3553;4068;15669;8384;6808;11958;3312;4681;3244;494;4689;18568;310;61;25579;1583;1496;1158;3316;2039;116;728;3;6;8;70809;24064;17195;6107;14009;1671;2306;1880;1833;10649;332;1402;2969;182;6900;-;13;10;4;-;3;-;-;1;-
"230670 Jaguaretama";707;764;2253;1976;1876;2603;10779;6397;7539;15285;4221;4868;5793;72;4892;25462;148;37;3692;1047;3709;1528;6633;1360;12;154;39;-;2897;71778;2255;2094;1530;2111;564;30;60;1688;3871;366;2585;5400;478;3502;-;-;-;-;-;-;-;-;-;1
"230680 Jaguaribara";934;552;1670;1652;1301;1982;8062;3804;3937;7225;2341;3316;3174;143;2148;9158;49;33;4043;771;116;835;1754;1349;95;75;10;-;89;22992;1295;5582;162;5099;414;17;8;119;2;140;932;748;9;1516;-;7;8;-;-;3;-;1;2;6
"230690 Jaguaribe";3997;2593;5572;4524;4636;6459;26596;15870;17409;33569;9436;11224;12422;486;11268;46688;172;93;23783;3292;445;1082;4508;5181;80;336;14;448;163;72543;1171;7130;1692;8510;1907;122;52;1533;96;88;4439;3991;277;5444;-;3;-;1;-;-;-;-;-;1
"230700 Jaguaruana";371;2531;6657;5654;5244;6444;29505;16839;15673;27245;7778;9931;10347;685;15859;49282;100;88;31467;3459;2887;3489;9714;10340;337;1246;6;-;22;110258;830;45760;4608;7313;4130;106;4;1016;3;644;4977;4955;248;17073;-;49;16;41;-;10;-;9;10;34
